size	colour	x	y	key	showSelectedlegendcolour	clickSelects	fill
2.60125375888251	#00C094	4.86	71.2575365853659	United Arab Emirates	Middle East & North Africa	United Arab Emirates	#00C094
3.63191108403174	#A58AFF	7.893	41.399	Afghanistan	South Asia	Afghanistan	#A58AFF
2.10800765889947	#53B400	1.9	73.0082926829268	Antigua and Barbuda	Latin America & Caribbean	Antigua and Barbuda	#53B400
2.88325670927282	#C49A00	3.65	71.7749268292683	Albania	Europe & Central Asia	Albania	#C49A00
2.91087237409803	#C49A00	2.549	68.5769268292683	Armenia	Europe & Central Asia	Armenia	#C49A00
3.51692286121265	#FB61D7	7.202	40.9779756097561	Angola	Sub-Saharan Africa	Angola	#FB61D7
4.74413983635025	#53B400	3.056	70.9223902439024	Argentina	Latin America & Caribbean	Argentina	#53B400
3.34989738216121	#C49A00	1.42	74.6692682926829	Austria	Europe & Central Asia	Austria	#C49A00
3.97908797121174	#F8766D	1.845	76.1517073170732	Australia	East Asia & Pacific	Australia	#F8766D
2.10615159716447	#53B400	2.307	73.2427073170732	Aruba	Latin America & Caribbean	Aruba	#53B400
3.28698946884935	#C49A00	2.9026	65.5259268292683	Azerbaijan	Europe & Central Asia	Azerbaijan	#C49A00
3.03854402577166	#C49A00	1.887	71.0824146341463	Bosnia and Herzegovina	Europe & Central Asia	Bosnia and Herzegovina	#C49A00
2.24123084222972	#53B400	1.786	73.8416341463415	Barbados	Latin America & Caribbean	Barbados	#53B400
6.89646525187525	#A58AFF	5.126	57.9363658536585	Bangladesh	South Asia	Bangladesh	#A58AFF
3.54129516079337	#C49A00	1.55	75.3658536585366	Belgium	Europe & Central Asia	Belgium	#C49A00
3.39947660571683	#FB61D7	6.965	48.2338292682927	Burkina Faso	Sub-Saharan Africa	Burkina Faso	#FB61D7
3.46932508923013	#C49A00	1.96	71.5268292682927	Bulgaria	Europe & Central Asia	Bulgaria	#C49A00
2.32341312309047	#00C094	4.124	71.9515853658537	Bahrain	Middle East & North Africa	Bahrain	#00C094
3.10785318903514	#FB61D7	6.494	47.8301463414634	Burundi	Sub-Saharan Africa	Burundi	#FB61D7
3.04508975205506	#FB61D7	6.904	47.402756097561	Benin	Sub-Saharan Africa	Benin	#FB61D7
2.23075189823824	#F8766D	3.715	72.8234878048781	Brunei Darussalam	East Asia & Pacific	Brunei Darussalam	#F8766D
3.23389963482257	#53B400	5.029	57.0088780487805	Bolivia	Latin America & Caribbean	Bolivia	#53B400
7.84547390087577	#53B400	3.17	65.1934634146342	Brazil	Latin America & Caribbean	Brazil	#53B400
2.23459290347906	#53B400	2.728	69.3271219512195	Bahamas, The	Latin America & Caribbean	Bahamas, The	#53B400
2.34230910917262	#A58AFF	6.141	50.5361463414634	Bhutan	South Asia	Bhutan	#A58AFF
2.54852056583304	#FB61D7	5.214	63.6917804878049	Botswana	Sub-Saharan Africa	Botswana	#FB61D7
3.56000885066391	#C49A00	2.03	70.990243902439	Belarus	Europe & Central Asia	Belarus	#C49A00
2.1958721250915	#53B400	4.771	71.9660731707317	Belize	Latin America & Caribbean	Belize	#53B400
4.52908323827857	#00B6EB	1.68	76.739512195122	Canada	North America	Canada	#00B6EB
4.7654201109963	#FB61D7	6.957	46.5677073170732	Congo, Dem. Rep.	Sub-Saharan Africa	Congo, Dem. Rep.	#FB61D7
2.81056319431314	#FB61D7	5.902	49.6130487804878	Central African Republic	Sub-Saharan Africa	Central African Republic	#FB61D7
2.72539541659627	#FB61D7	5.596	57.0150975609756	Congo, Rep.	Sub-Saharan Africa	Congo, Rep.	#FB61D7
3.25461784831819	#C49A00	1.55	77.1975609756098	Switzerland	Europe & Central Asia	Switzerland	#C49A00
3.62195543981163	#FB61D7	6.689	53.1137804878049	Cote d'Ivoire	Sub-Saharan Africa	Cote d'Ivoire	#FB61D7
3.73765731294602	#53B400	2.653	72.6234878048781	Chile	Latin America & Caribbean	Chile	#53B400
3.62957617456649	#FB61D7	6.152	53.1960975609756	Cameroon	Sub-Saharan Africa	Cameroon	#FB61D7
18.164896759853	#F8766D	2.594	68.7973170731707	China	East Asia & Pacific	China	#F8766D
4.74887504809848	#53B400	3.275	67.9340487804878	Colombia	Latin America & Caribbean	Colombia	#53B400
2.82638338838739	#53B400	3.38	75.1170487804878	Costa Rica	Latin America & Caribbean	Costa Rica	#53B400
3.57346503723239	#53B400	1.827	74.3905609756098	Cuba	Latin America & Caribbean	Cuba	#53B400
2.2794193174952	#FB61D7	5.68	63.6721951219512	Cape Verde	Sub-Saharan Africa	Cape Verde	#FB61D7
