size	colour	x	y	key	showSelectedlegendcolour	clickSelects	fill
2.86680967824059	#00C094	2.527	74.8370731707317	United Arab Emirates	Middle East & North Africa	United Arab Emirates	#00C094
4.26765586390777	#A58AFF	7.595	45.5672682926829	Afghanistan	South Asia	Afghanistan	#A58AFF
2.88796172405496	#C49A00	2.142	74.7236585365854	Albania	Europe & Central Asia	Albania	#C49A00
2.85671970212691	#C49A00	1.684	71.4580487804878	Armenia	Europe & Central Asia	Armenia	#C49A00
3.86116819001796	#FB61D7	6.751	45.9733170731707	Angola	Sub-Saharan Africa	Angola	#FB61D7
4.99685451375501	#53B400	2.425	73.929512195122	Argentina	Latin America & Caribbean	Argentina	#53B400
3.39102986945775	#C49A00	1.33	78.5268292682927	Austria	Europe & Central Asia	Austria	#C49A00
4.16237885940719	#F8766D	1.739	79.6341463414634	Australia	East Asia & Pacific	Australia	#F8766D
2.136948745759	#53B400	1.848	73.7823902439024	Aruba	Latin America & Caribbean	Aruba	#53B400
3.39698753985208	#C49A00	1.8	67.1476829268293	Azerbaijan	Europe & Central Asia	Azerbaijan	#C49A00
2.96513418842567	#C49A00	1.363	74.5531707317073	Bosnia and Herzegovina	Europe & Central Asia	Bosnia and Herzegovina	#C49A00
2.24705415338074	#53B400	1.534	75.5086829268293	Barbados	Latin America & Caribbean	Barbados	#53B400
7.69851031525874	#A58AFF	3.013	65.2083170731707	Bangladesh	South Asia	Bangladesh	#A58AFF
3.57351482561335	#C49A00	1.6632	77.9731707317073	Belgium	Europe & Central Asia	Belgium	#C49A00
3.69587002771655	#FB61D7	6.208	50.5655609756098	Burkina Faso	Sub-Saharan Africa	Burkina Faso	#FB61D7
3.389121423112	#C49A00	1.21	71.7682926829268	Bulgaria	Europe & Central Asia	Bulgaria	#C49A00
2.40595172478155	#00C094	2.677	73.9182926829268	Bahrain	Middle East & North Africa	Bahrain	#00C094
3.28257552206409	#FB61D7	5.632	46.3363902439024	Burundi	Sub-Saharan Africa	Burundi	#FB61D7
3.31372788518761	#FB61D7	5.895	52.8190975609756	Benin	Sub-Saharan Africa	Benin	#FB61D7
2.2794753863866	#F8766D	2.341	76.4649024390244	Brunei Darussalam	East Asia & Pacific	Brunei Darussalam	#F8766D
3.44431583894994	#53B400	4.063	63.3241707317073	Bolivia	Latin America & Caribbean	Bolivia	#53B400
8.53105607997106	#53B400	2.319	70.4396341463415	Brazil	Latin America & Caribbean	Brazil	#53B400
2.26344332896483	#53B400	1.989	71.9696829268293	Bahamas, The	Latin America & Caribbean	Bahamas, The	#53B400
